id,direction,entry_time,entry_price,sl,tp,size,exit_time,exit_price,exit_reason,pnl
03c91ef5-0b76-4db0-a14f-0b97a6d986d7,SELL,2023-03-16 01:00:00,1.058708204,1.0667642857142858,1.0437535714285715,0.1,2023-03-17 05:00:00,1.0667642857142858,STOP_LOSS,-80.56081714285847
b4b76c47-b3b7-4bfe-a4be-93e3a95daee8,SELL,2023-03-17 17:00:00,1.066486648,1.07198,1.0485799999999998,0.1,2023-03-20 13:00:00,1.07198,STOP_LOSS,-54.93352000000007
52b4582a-8e98-4c0f-b09c-ce5618c5a36d,BUY,2023-03-24 01:00:00,1.083516648,1.0760557142857141,1.0939164285714287,0.1,2023-03-24 09:00:00,1.0760557142857141,STOP_LOSS,-74.60933714285912
56d7b59b-c861-468d-8fa0-dab58a6656df,BUY,2023-03-24 13:00:00,1.075234992,1.0702271428571428,1.0897092857142856,0.1,2023-03-30 09:00:00,1.0897092857142856,TAKE_PROFIT,144.7429371428566
e9ba29f4-d301-462e-b5da-3a58f6dd2f2b,BUY,2023-03-30 13:00:00,1.091308206,1.082362857142857,1.0947807142857142,0.1,2023-04-02 21:00:00,1.082362857142857,STOP_LOSS,-89.45348857142932
bb198653-f48b-4fe9-b033-106d0e9cd8f2,BUY,2023-04-03 01:00:00,1.081656276,1.078102857142857,1.0933957142857142,0.1,2023-04-04 05:00:00,1.0933957142857142,TAKE_PROFIT,117.39438285714333
581a284f-a02d-4a12-90a3-720932356f27,BUY,2023-04-04 09:00:00,1.0919783399999998,1.0828185714285712,1.099372142857143,0.1,2023-04-12 13:00:00,1.099372142857143,TAKE_PROFIT,73.93802857143194
90572c04-b00b-4e29-9e31-3612b3a66e4a,BUY,2023-04-12 21:00:00,1.099399824,1.0936257142857144,1.1086114285714286,0.1,2023-04-17 13:00:00,1.0936257142857144,STOP_LOSS,-57.74109714285603
21985693-106a-414f-ad20-b70291024c7f,BUY,2023-04-17 17:00:00,1.091458236,1.088952857142857,1.1050207142857142,0.1,2023-04-24 21:00:00,1.1050207142857142,TAKE_PROFIT,135.6247828571422
b689d1f5-a223-401f-80ca-043919118fb3,BUY,2023-04-25 13:00:00,1.102000344,1.0986485714285714,1.1119521428571428,0.1,2023-04-25 13:00:00,1.0986485714285714,STOP_LOSS,-33.51772571428491
