id,direction,entry_time,entry_price,sl,tp,size,exit_time,exit_price,exit_reason,pnl
4eac7487-8c52-4796-adbb-2a33dafd4c55,BUY,2018-03-14 21:00:00,1.236887316,1.230262857142857,1.2465057142857146,0.1,2018-03-15 17:00:00,1.230262857142857,STOP_LOSS,-66.24458857142912
fd0fb557-e611-4a4a-bf22-220faf4c1392,SELL,2018-03-19 21:00:00,1.2332332920000002,1.2388714285714286,1.2250428571428573,0.1,2018-03-20 13:00:00,1.2250428571428573,TAKE_PROFIT,81.90434857142881
3b5e9693-e366-4bee-b327-43ae9d1f614d,SELL,2018-03-20 17:00:00,1.2250649260000002,1.234114285714286,1.2199785714285716,0.1,2018-03-21 17:00:00,1.234114285714286,STOP_LOSS,-90.49359714285777
a3f64baf-d095-4cb7-9f32-e1d910c79554,SELL,2018-03-21 21:00:00,1.23379318,1.2321842857142855,1.2171985714285714,0.1,2018-03-21 21:00:00,1.2321842857142855,STOP_LOSS,16.08894285714424
b4986743-d956-477c-af19-3f17efc238a7,SELL,2018-03-22 17:00:00,1.2303538680000001,1.2388000000000001,1.22015,0.1,2018-03-26 05:00:00,1.2388000000000001,STOP_LOSS,-84.46131999999996
6bbdb88c-a0c2-4e2a-a8fc-a78529d3ba54,BUY,2018-03-28 05:00:00,1.241128164,1.2352757142857143,1.2502614285714286,0.1,2018-03-28 13:00:00,1.2352757142857143,STOP_LOSS,-58.5244971428578
948ef291-5f6f-40d1-996e-e28de43ca405,BUY,2018-03-28 17:00:00,1.234876914,1.2322028571428572,1.2473957142857144,0.1,2018-03-28 17:00:00,1.2322028571428572,STOP_LOSS,-26.740568571428373
48cbdd85-a43e-4074-ac0c-4b24fe30062f,BUY,2018-03-28 21:00:00,1.231166172,1.2283728571428572,1.2438907142857143,0.1,2018-04-02 13:00:00,1.2283728571428572,STOP_LOSS,-27.93314857142848
fa2bf3ce-0601-4c41-9008-2e8abb26d372,SELL,2018-04-06 09:00:00,1.223235292,1.2292542857142859,1.2157435714285716,0.1,2018-04-09 09:00:00,1.2292542857142859,STOP_LOSS,-60.189937142858255
17feb5bd-1936-4827-a221-b6d069373316,SELL,2018-04-09 13:00:00,1.231053728,1.2335571428571428,1.2196892857142858,0.1,2018-04-10 05:00:00,1.2335571428571428,STOP_LOSS,-25.034148571427828
53510398-a935-4d9a-a729-31bcb76c0876,BUY,2018-04-18 09:00:00,1.2362471879999999,1.2333014285714285,1.2443978571428573,0.1,2018-04-19 13:00:00,1.2333014285714285,STOP_LOSS,-29.457594285713377
b4fe2657-e7e1-4488-ae6c-09f2e551f2f5,BUY,2018-04-19 17:00:00,1.234816902,1.232422857142857,1.2462407142857146,0.1,2018-04-20 05:00:00,1.232422857142857,STOP_LOSS,-23.940448571428963
3668b417-bcf0-405a-bc0e-4654e4255b35,SELL,2018-04-25 01:00:00,1.222655408,1.2289414285714286,1.214837857142857,0.1,2018-04-26 09:00:00,1.214837857142857,TAKE_PROFIT,78.17550857142975
