timestamp,equity
2022-01-02 22:00:00,10000
2022-01-03 02:00:00,10000
2022-01-03 06:00:00,10000
2022-01-03 10:00:00,10000
2022-01-03 14:00:00,10000
2022-01-03 18:00:00,10000
2022-01-03 22:00:00,10000
2022-01-04 02:00:00,10000
2022-01-04 06:00:00,10000
2022-01-04 10:00:00,10000
2022-01-04 14:00:00,10000
2022-01-04 18:00:00,10000
2022-01-04 22:00:00,10000
2022-01-05 02:00:00,10000
2022-01-05 06:00:00,10000
2022-01-05 10:00:00,10000
2022-01-05 14:00:00,10000
2022-01-05 18:00:00,10000
2022-01-05 22:00:00,10000
2022-01-06 02:00:00,10000
2022-01-06 06:00:00,10000
2022-01-06 10:00:00,10000
2022-01-06 14:00:00,10000
2022-01-06 18:00:00,10000
2022-01-06 22:00:00,10000
2022-01-07 02:00:00,10000
2022-01-07 06:00:00,10000
2022-01-07 10:00:00,10000
2022-01-07 14:00:00,10000
2022-01-07 18:00:00,10000
2022-01-09 22:00:00,10000
2022-01-10 02:00:00,10000
2022-01-10 06:00:00,10000
2022-01-10 10:00:00,10000
2022-01-10 14:00:00,10000
2022-01-10 18:00:00,10000
2022-01-10 22:00:00,10000
2022-01-11 02:00:00,10000
2022-01-11 06:00:00,10000
2022-01-11 10:00:00,10000
2022-01-11 14:00:00,10000
2022-01-11 18:00:00,10000
2022-01-11 22:00:00,10000
2022-01-12 02:00:00,10000
2022-01-12 06:00:00,10000
2022-01-12 10:00:00,10000
2022-01-12 14:00:00,10000
2022-01-12 18:00:00,10000
2022-01-12 22:00:00,10000
2022-01-13 02:00:00,10000
2022-01-13 06:00:00,10000
2022-01-13 10:00:00,10000
2022-01-13 14:00:00,10000
2022-01-13 18:00:00,10000
2022-01-13 22:00:00,10000
2022-01-14 02:00:00,10000
2022-01-14 06:00:00,10000
2022-01-14 10:00:00,10000
2022-01-14 14:00:00,10000
2022-01-14 18:00:00,10000
2022-01-16 22:00:00,10000
2022-01-17 02:00:00,10000
2022-01-17 06:00:00,10000
2022-01-17 10:00:00,10000
2022-01-17 14:00:00,10000
2022-01-17 18:00:00,10000
2022-01-17 22:00:00,10000
2022-01-18 02:00:00,10000
2022-01-18 06:00:00,10000
2022-01-18 10:00:00,10000
2022-01-18 14:00:00,10000
2022-01-18 18:00:00,10000
2022-01-18 22:00:00,10000
2022-01-19 02:00:00,10000
2022-01-19 06:00:00,10000
2022-01-19 10:00:00,10000
2022-01-19 14:00:00,10000
2022-01-19 18:00:00,10000
2022-01-19 22:00:00,10000
2022-01-20 02:00:00,10000
2022-01-20 06:00:00,10000
2022-01-20 10:00:00,10000
2022-01-20 14:00:00,10000
2022-01-20 18:00:00,10000
2022-01-20 22:00:00,10000
2022-01-21 02:00:00,10000
2022-01-21 06:00:00,10000
2022-01-21 10:00:00,10000
2022-01-21 14:00:00,10000
2022-01-21 18:00:00,10000
2022-01-23 22:00:00,10000
2022-01-24 02:00:00,10000
2022-01-24 06:00:00,10000
2022-01-24 10:00:00,10000
2022-01-24 14:00:00,10000
2022-01-24 18:00:00,10000
2022-01-24 22:00:00,10000
2022-01-25 02:00:00,10000
2022-01-25 06:00:00,10000
2022-01-25 10:00:00,10000
2022-01-25 14:00:00,10000
2022-01-25 18:00:00,10000
2022-01-25 22:00:00,10000
2022-01-26 02:00:00,10000
2022-01-26 06:00:00,10000
2022-01-26 10:00:00,10000
2022-01-26 14:00:00,10000
2022-01-26 18:00:00,10000
2022-01-26 22:00:00,10000
2022-01-27 02:00:00,10000
2022-01-27 06:00:00,10000
2022-01-27 10:00:00,10000
2022-01-27 14:00:00,10000
2022-01-27 18:00:00,10000
2022-01-27 22:00:00,10000
2022-01-28 02:00:00,10000
2022-01-28 06:00:00,10000
2022-01-28 10:00:00,10000
2022-01-28 14:00:00,10000
2022-01-28 18:00:00,10000
2022-01-30 22:00:00,10000
2022-01-31 02:00:00,10000
2022-01-31 06:00:00,10000
2022-01-31 10:00:00,10000
2022-01-31 14:00:00,10000
2022-01-31 18:00:00,10000
2022-01-31 22:00:00,10000
2022-02-01 02:00:00,10000
2022-02-01 06:00:00,10000
2022-02-01 10:00:00,10000
2022-02-01 14:00:00,10000
2022-02-01 18:00:00,10000
2022-02-01 22:00:00,10000
2022-02-02 02:00:00,10000
2022-02-02 06:00:00,10000
2022-02-02 10:00:00,10000
2022-02-02 14:00:00,10000
2022-02-02 18:00:00,10000
2022-02-02 22:00:00,10000
2022-02-03 02:00:00,10000
2022-02-03 06:00:00,10000
2022-02-03 10:00:00,10000
2022-02-03 14:00:00,10000
2022-02-03 18:00:00,10000
2022-02-03 22:00:00,10000
2022-02-04 02:00:00,10000
2022-02-04 06:00:00,10000
