id,direction,entry_time,entry_price,sl,tp,size,exit_time,exit_price,exit_reason,pnl
6022b2c3-8a2f-48fe-8876-c3d37e19de90,SELL,2023-03-16 01:00:00,1.058708204,1.0667642857142858,1.0437535714285715,0.1,2023-03-17 05:00:00,1.0667642857142858,STOP_LOSS,-80.56081714285847
eac629e4-49ee-4754-b634-ef9775b3b187,SELL,2023-03-17 17:00:00,1.066486648,1.07198,1.0485799999999998,0.1,2023-03-20 13:00:00,1.07198,STOP_LOSS,-54.93352000000007
4bef28a2-6f94-4af5-ba09-3f6fcc0cc78a,BUY,2023-03-24 01:00:00,1.083516648,1.0760557142857141,1.0939164285714287,0.1,2023-03-24 09:00:00,1.0760557142857141,STOP_LOSS,-74.60933714285912
789eec0f-126d-4a4a-b77b-6ffcac9245d3,BUY,2023-03-24 13:00:00,1.075234992,1.0702271428571428,1.0897092857142856,0.1,2023-03-30 09:00:00,1.0897092857142856,TAKE_PROFIT,144.7429371428566
ab6a5b7d-9623-467a-9f59-c11875d862ca,BUY,2023-03-30 13:00:00,1.091308206,1.082362857142857,1.0947807142857142,0.1,2023-04-02 21:00:00,1.082362857142857,STOP_LOSS,-89.45348857142932
40dbdef4-f24e-43e9-8817-40167682e631,BUY,2023-04-03 01:00:00,1.081656276,1.078102857142857,1.0933957142857142,0.1,2023-04-04 05:00:00,1.0933957142857142,TAKE_PROFIT,117.39438285714333
e7192f13-c57b-4149-8a80-2c4ddd981ff6,BUY,2023-04-04 09:00:00,1.0919783399999998,1.0828185714285712,1.099372142857143,0.1,2023-04-12 13:00:00,1.099372142857143,TAKE_PROFIT,73.93802857143194
2064a655-36da-4368-8e5f-ec2fc7d0222a,BUY,2023-04-12 21:00:00,1.099399824,1.0936257142857144,1.1086114285714286,0.1,2023-04-17 13:00:00,1.0936257142857144,STOP_LOSS,-57.74109714285603
23f34d8f-9d1a-4c1e-b617-03169d90c440,BUY,2023-04-17 17:00:00,1.091458236,1.088952857142857,1.1050207142857142,0.1,2023-04-24 21:00:00,1.1050207142857142,TAKE_PROFIT,135.6247828571422
3c5e10e5-6d7b-418f-9500-9568fb6fe89c,BUY,2023-04-25 13:00:00,1.102000344,1.0986485714285714,1.1119521428571428,0.1,2023-04-25 13:00:00,1.0986485714285714,STOP_LOSS,-33.51772571428491
4abd9d9a-49ef-490a-8363-0d0bdf440924,BUY,2023-04-25 17:00:00,1.09712937,1.0961242857142859,1.1101385714285716,0.1,2023-05-02 05:00:00,1.0961242857142859,STOP_LOSS,-10.050842857141086
693f7e14-a116-49c8-8f5f-1979bf1a11e7,BUY,2023-05-03 05:00:00,1.1024604359999999,1.0959814285714284,1.110377857142857,0.1,2023-05-09 09:00:00,1.0959814285714284,STOP_LOSS,-64.79007428571437
e664e758-032c-4853-bf99-9c036635dcb8,SELL,2023-05-16 13:00:00,1.087882368,1.0934057142857143,1.0827414285714285,0.1,2023-05-17 05:00:00,1.0827414285714285,TAKE_PROFIT,51.40939428571522
d31f019c-4481-4d76-bc86-9acd9b23a3c6,SELL,2023-05-17 09:00:00,1.0826134219999999,1.0903185714285712,1.0807221428571427,0.1,2023-05-18 09:00:00,1.0807221428571427,TAKE_PROFIT,18.912791428571385
4f62a713-d382-4500-9ac5-5acbbc3c5e40,SELL,2023-05-19 17:00:00,1.081813582,1.0855157142857144,1.0732014285714284,0.1,2023-05-25 05:00:00,1.0732014285714284,TAKE_PROFIT,86.1215342857169
04370909-31bd-40f9-84f5-657eb41fb015,SELL,2023-05-26 01:00:00,1.0722854880000001,1.0774642857142858,1.0650535714285714,0.1,2023-05-31 13:00:00,1.0650535714285714,TAKE_PROFIT,72.31916571428742
4b0cc554-286a-4636-9eef-fb3d5941f969,SELL,2023-06-01 01:00:00,1.068406264,1.0750957142857143,1.0595564285714285,0.1,2023-06-01 13:00:00,1.0750957142857143,STOP_LOSS,-66.89450285714216
eb7836c6-4221-42fb-b7ec-dfe90f84e206,SELL,2023-06-01 17:00:00,1.0757248000000001,1.0773771428571428,1.0609592857142858,0.1,2023-06-02 05:00:00,1.0773771428571428,STOP_LOSS,-16.52342857142664
1d522c93-ed7c-4075-ad07-505160e987af,SELL,2023-06-04 21:00:00,1.070585828,1.0775028571428573,1.0612957142857142,0.1,2023-06-08 13:00:00,1.0775028571428573,STOP_LOSS,-69.17029142857301
