id,direction,entry_time,entry_price,sl,tp,size,exit_time,exit_price,exit_reason,pnl
f686328f-7dbd-45d0-9f91-8bddcd024303,SELL,2023-03-16 01:00:00,1.058708204,1.0667642857142858,1.0437535714285715,0.1,2023-03-17 05:00:00,1.0667642857142858,STOP_LOSS,-80.56081714285847
28ad3d9e-f633-432d-a760-9c52f5a13ba2,SELL,2023-03-17 17:00:00,1.066486648,1.07198,1.0485799999999998,0.1,2023-03-20 13:00:00,1.07198,STOP_LOSS,-54.93352000000007
228d0aa8-e416-4453-9b7f-3c4d268193c0,BUY,2023-03-24 01:00:00,1.083516648,1.0760557142857141,1.0939164285714287,0.1,2023-03-24 09:00:00,1.0760557142857141,STOP_LOSS,-74.60933714285912
2c9888d3-4093-4748-b3a2-fd61e3c69d2f,BUY,2023-03-24 13:00:00,1.075234992,1.0702271428571428,1.0897092857142856,0.1,2023-03-30 09:00:00,1.0897092857142856,TAKE_PROFIT,144.7429371428566
f3abc72b-1d46-48f5-8599-96413d265c5e,BUY,2023-03-30 13:00:00,1.091308206,1.082362857142857,1.0947807142857142,0.1,2023-04-02 21:00:00,1.082362857142857,STOP_LOSS,-89.45348857142932
668499de-7266-4109-811d-579c9bd69545,BUY,2023-04-03 01:00:00,1.081656276,1.078102857142857,1.0933957142857142,0.1,2023-04-04 05:00:00,1.0933957142857142,TAKE_PROFIT,117.39438285714333
3ba40938-4cbe-41f6-bcd8-7c6742fa4e1f,BUY,2023-04-04 09:00:00,1.0919783399999998,1.0828185714285712,1.099372142857143,0.1,2023-04-12 13:00:00,1.099372142857143,TAKE_PROFIT,73.93802857143194
6a06400a-7ae5-4b25-8c8f-df8ebc98f9f1,BUY,2023-04-12 17:00:00,1.0998799199999998,1.090634285714286,1.1050735714285715,0.1,2023-04-13 09:00:00,1.1050735714285715,TAKE_PROFIT,51.93651428571756
e3ed95a6-1919-4469-bd28-2f16d5f8c969,BUY,2023-04-16 21:00:00,1.099289802,1.0910157142857142,1.1079264285714285,0.1,2023-04-17 13:00:00,1.0910157142857142,STOP_LOSS,-82.74087714285727
006b3aa4-2426-4f1c-b110-437805e1f5ba,BUY,2023-04-17 17:00:00,1.091458236,1.088952857142857,1.1050207142857142,0.1,2023-04-24 21:00:00,1.1050207142857142,TAKE_PROFIT,135.6247828571422
35dedc8b-1fde-421a-bf2e-80f21020d579,BUY,2023-04-25 13:00:00,1.102000344,1.0986485714285714,1.1119521428571428,0.1,2023-04-25 13:00:00,1.0986485714285714,STOP_LOSS,-33.51772571428491
49b8cc72-4b7b-4a22-981a-e58a66694eda,BUY,2023-04-25 17:00:00,1.09712937,1.0961242857142859,1.1101385714285716,0.1,2023-05-02 05:00:00,1.0961242857142859,STOP_LOSS,-10.050842857141086
e4e9e929-73f2-40b3-a2b4-42762e091cc7,BUY,2023-05-03 05:00:00,1.1024604359999999,1.0959814285714284,1.110377857142857,0.1,2023-05-09 09:00:00,1.0959814285714284,STOP_LOSS,-64.79007428571437
