direction,entry_time,entry_price,size,exit_time,exit_price,pnl,exit_reason
SELL_SHORT,2022-02-23 18:00:00,1.13122,0.1,2022-05-29 21:00:00,1.07375,574.6999999999991,BUY_TO_COVER
